,Unnamed: 0,n,composition,MagpieData minimum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum Row,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData range NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mode GSbandgap,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,3-norm,frac s valence electrons,frac p valence electrons,density,vpa,packing fraction,label,distance
2594,2594,2.561582648806528,Nb2 Cr2 O8,8.0,8.0,87.0,40.0,74.0,17.333333333333332,87.0,76.90698,34.81668,25.08970666666666,54.8,2695.2,858.1999999999999,1071.2,54.8,16.0,11.0,12.5,4.666666666666667,16.0,5.0,3.0,1.1111111111111112,66.0,164.0,98.0,94.5,38.0,66.0,3.44,2.8366666666666664,0.8044444444444445,3.44,1.6666666666666667,0.4444444444444444,4.0,4.0,2.6666666666666665,1.777777777777778,5.0,5.0,1.5,2.0,0.0,0.0,5.0,6.0,1.0,5.833333333333333,0.2777777777777779,6.0,1.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,6.0,1.8333333333333333,2.0,5.0,3.5,2.0,2.0,9.105,10.964999999999998,2.479999999999999,9.105,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444446,12.0,3,0.6735400034370317,0.2857142857142857,0.4571428571428571,5.0556361702688095,11.435644370397185,0.4063785810664635,177,2.6691997403623606
2595,2595,1.7609112224451668,O6 Ge3,8.0,8.0,87.0,8.0,84.33333333333333,3.555555555555557,87.0,56.6406,34.8796,25.1736,54.8,1156.6,440.3333333333333,514.0444444444445,54.8,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,4.0,2.0,0.8888888888888888,66.0,120.0,54.0,84.0,24.0,66.0,3.44,2.9633333333333334,0.6355555555555557,3.44,2.0,0.0,4.0,2.0,3.333333333333333,0.8888888888888888,10.0,10.0,3.333333333333333,4.444444444444445,0.0,0.0,6.0,14.0,8.0,8.666666666666666,3.555555555555556,6.0,0.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,2.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,13.738333333333337,6.177777777777777,9.105,0.383,0.1276666666666666,0.0,12.0,225.0,213.0,83.0,94.66666666666669,12.0,2,0.6933612743506347,0.2307692307692307,0.3846153846153846,4.036332869719305,14.34939592368385,0.2320838287160047,194,3.4735599969666637
2596,2596,2.0647140237815016,Co4 Li4 O16 Si4,3.0,8.0,87.0,86.0,69.28571428571429,22.734693877551017,87.0,51.992195,22.56532785714285,11.968011224489796,54.8,1713.2,589.6985714285713,650.1722448979591,54.8,16.0,15.0,12.571428571428571,4.326530612244897,16.0,4.0,2.0,0.6122448979591836,66.0,128.0,62.0,89.85714285714286,27.26530612244898,66.0,3.44,2.645714285714285,0.9077551020408164,3.44,1.8571428571428568,0.2448979591836734,4.0,4.0,2.571428571428572,1.6326530612244898,7.0,7.0,1.0,1.7142857142857142,0.0,0.0,1.0,9.0,8.0,5.428571428571429,1.673469387755102,6.0,1.0,4.0,4.0,1.7142857142857142,0.979591836734694,2.0,3.0,0.4285714285714285,1.0,3.0,2.2857142857142856,0.6938775510204082,2.0,9.105,11.9569047619,3.748435374142857,9.105,0.773,0.1104285714285714,0.0,12.0,229.0,217.0,99.71428571428572,100.24489795918366,12.0,4,0.5802211572065257,0.3421052631578947,0.4736842105263158,2.985314288855808,12.551646102154445,0.3672875081202669,256,1.6191322972784277
2597,2597,2.059204700849336,Sr1 Li1 Nb2 O6 F1,3.0,8.0,93.0,92.0,65.27272727272727,28.743801652892568,87.0,85.96538,35.942596654545454,30.109994552066112,53.5,2696.5,671.4536363636364,824.6616528925621,54.8,17.0,16.0,11.454545454545457,5.966942148760331,16.0,5.0,3.0,1.1900826446280992,57.0,195.0,138.0,100.36363636363636,45.371900826446286,66.0,3.98,2.7045454545454546,1.0342148760330578,3.44,1.7272727272727273,0.396694214876033,5.0,5.0,2.636363636363636,1.9173553719008265,4.0,4.0,0.7272727272727273,1.190082644628099,0.0,0.0,1.0,7.0,6.0,5.090909090909091,1.3388429752066116,6.0,1.0,2.0,2.0,1.181818181818182,0.8925619834710744,2.0,6.0,1.0909090909090908,0.0,7.0,2.5454545454545454,1.6198347107438018,2.0,9.105,15.5928030303,8.1476584022,9.105,1.97,0.179090909090909,0.0,12.0,229.0,217.0,90.8181818181818,99.76859504132231,12.0,5,0.5545609273084602,0.3392857142857143,0.5178571428571428,4.186023513616662,14.25794329768421,0.4958814408968487,21,3.825076112485837
2598,2598,1.6549249731231663,Cl4 Rb2 Cd1,17.0,17.0,94.0,90.0,64.85714285714286,34.775510204081634,94.0,76.958,60.736942857142864,28.895934693877543,171.6,422.62,272.22,114.99428571428572,171.6,17.0,16.0,11.714285714285714,6.122448979591836,17.0,5.0,2.0,0.979591836734694,102.0,220.0,118.0,141.71428571428572,45.38775510204082,102.0,3.16,2.281428571428572,1.0040816326530613,3.16,1.7142857142857142,0.4081632653061225,5.0,5.0,2.857142857142857,2.4489795918367347,10.0,10.0,1.4285714285714286,2.4489795918367347,0.0,0.0,1.0,12.0,11.0,6.0,2.857142857142857,7.0,1.0,1.0,1.0,0.5714285714285714,0.489795918367347,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.2448979591836735,1.0,19.495,42.70428571428572,27.438979591836738,24.4975,2.493,1.4245714285714286,2.493,64.0,229.0,165.0,129.71428571428572,75.10204081632654,64.0,3,0.5970484566258902,0.2857142857142857,0.4761904761904762,3.050671045803165,33.06028899408414,0.6096087204549386,234,3.699688284611207
2599,2599,1.7877329218873828,Cs2 Ca1 H4,1.0,1.0,92.0,87.0,55.0,42.285714285714285,92.0,131.8975119,44.274380542857145,50.646326489795925,14.01,1100.99,253.46,273.65714285714284,14.01,2.0,1.0,1.1428571428571428,0.2448979591836734,1.0,6.0,5.0,2.122448979591837,31.0,244.0,213.0,112.57142857142856,93.2244897959184,31.0,2.2,1.625714285714286,0.6563265306122449,2.2,1.1428571428571428,0.2448979591836734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.1428571428571428,0.2448979591836734,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.2448979591836735,1.0,6.615,42.25142857142857,42.00775510204081,6.615,7.853,4.487428571428572,7.853,194.0,229.0,35.0,208.42857142857144,16.489795918367346,194.0,3,0.5970484566258902,1.0,0.0,3.089930803349601,23.79319901314019,1.0323188634450335,344,1.7956912554962503
2600,2600,3.551964808384231,K2 Sn2 Sb2,19.0,19.0,85.0,82.0,56.0,35.333333333333336,3.0,82.6617,93.18943333333334,36.06075555555555,336.53,567.25,581.7966666666666,214.6555555555556,336.53,15.0,14.0,10.0,6.0,1.0,5.0,1.0,0.4444444444444443,139.0,203.0,64.0,160.33333333333334,28.444444444444446,139.0,2.05,1.61,0.5266666666666666,0.82,1.6666666666666667,0.4444444444444444,3.0,3.0,1.6666666666666667,1.111111111111111,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,1.0,15.0,14.0,10.0,6.0,1.0,1.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,0.0,0.0,1.0,3.0,2.6666666666666665,1.1111111111111112,1.0,31.56,45.9838888889,18.081851851866663,31.56,0.0,0.0,0.0,141.0,229.0,88.0,178.66666666666666,33.55555555555555,141.0,3,0.4807498567691361,0.1666666666666666,0.1666666666666666,4.077145717147,37.95417318383202,0.6160265858597691,12,4.012070156703822
2601,2601,1.7756092851000005,Ca2 Be6 O8,4.0,8.0,87.0,80.0,69.5,17.5,87.0,31.065818000000004,16.38901825,5.9222454375,54.8,1505.2,751.775,696.975,54.8,16.0,14.0,9.0,7.0,16.0,4.0,2.0,0.4375,66.0,176.0,110.0,91.0,25.0,66.0,3.44,2.43375,1.00625,3.44,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,6.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,7.89,12.2325,6.384375,9.105,0.0,0.0,0.0,12.0,225.0,213.0,106.875,94.875,12.0,3,0.5642946794342502,0.5,0.5,2.731978462878969,9.961500589088285,0.5344988389645283,3,3.5243313964131744
2602,2602,1.6504383256173698,Li2 Ag2 F4,3.0,9.0,93.0,92.0,63.0,31.0,93.0,100.9272,38.2015016,34.8333492,53.5,1181.43,448.905,395.405,53.5,17.0,16.0,11.5,5.5,17.0,5.0,3.0,1.125,57.0,145.0,88.0,96.75,39.75,57.0,3.98,2.7175,1.2625,3.98,1.5,0.5,5.0,5.0,2.5,2.5,10.0,10.0,2.5,3.75,0.0,0.0,1.0,11.0,10.0,6.5,2.75,7.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.7075,13.084583333324998,3.3770833333249994,9.7075,1.97,0.985,1.97,15.0,229.0,214.0,121.0,106.0,15.0,3,0.538608672507971,0.2307692307692307,0.3846153846153846,4.470222484569484,14.190588058771237,0.5456879700789274,96,2.488515679512441
2603,2603,3.051632350071024,Ta2 Rh2 O8,8.0,8.0,87.0,39.0,75.83333333333333,14.888888888888893,87.0,164.94848,57.97516333333333,55.96768444444445,54.8,3235.2,957.7,1203.8666666666668,54.8,16.0,11.0,13.0,4.0,16.0,6.0,4.0,1.5555555555555554,66.0,170.0,104.0,96.0,40.0,66.0,3.44,2.9233333333333333,0.6888888888888888,3.44,1.8333333333333333,0.2777777777777778,4.0,4.0,2.6666666666666665,1.777777777777778,8.0,8.0,1.8333333333333333,2.4444444444444446,14.0,2.333333333333333,6.0,19.0,13.0,8.666666666666666,3.555555555555556,6.0,1.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,7.0,1.5,2.0,5.0,3.0,1.3333333333333333,2.0,9.105,11.363333333333337,3.0111111111111115,9.105,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555554,12.0,3,0.6735400034370317,0.2115384615384615,0.3076923076923077,8.280271248066944,11.626433570034363,0.3826791167199515,201,3.2631153885767694
2604,2604,2.989166215965025,Ti2 V2 O8,8.0,8.0,87.0,44.0,72.83333333333333,18.88888888888889,87.0,34.9421,27.13435,14.8466,54.8,2128.2,723.8666666666667,892.0888888888888,54.8,16.0,12.0,12.166666666666666,5.111111111111112,16.0,4.0,2.0,0.8888888888888888,66.0,160.0,94.0,96.16666666666669,40.22222222222222,66.0,3.44,2.8216666666666668,0.8244444444444444,3.44,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,3.0,3.0,0.8333333333333334,1.111111111111111,0.0,0.0,4.0,6.0,2.0,5.5,0.6666666666666666,6.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,8.0,2.5,2.0,6.0,3.8333333333333335,2.444444444444444,2.0,9.105,11.02,2.5533333333333337,9.105,0.0,0.0,0.0,12.0,229.0,217.0,78.5,88.66666666666667,12.0,3,0.6735400034370317,0.3636363636363636,0.4848484848484848,4.279281127412077,10.529256405513747,0.4023574691950644,66,1.483512179092332
2605,2605,2.7405465999808625,S8 Sm4 Sr2,16.0,16.0,88.0,80.0,58.0,34.285714285714285,88.0,118.29500000000002,73.8,47.69714285714287,388.36,956.64,756.2057142857144,420.3951020408164,388.36,16.0,14.0,10.285714285714286,6.530612244897959,16.0,6.0,3.0,1.3061224489795915,105.0,198.0,93.0,144.42857142857142,45.06122448979592,105.0,2.58,1.9442857142857144,0.7265306122448981,2.58,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,0.0,0.0,0.0,0.0,6.0,1.7142857142857142,2.0,8.0,6.0,6.0,1.1428571428571428,6.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,0.0,0.0,8.0,3.4285714285714284,2.6122448979591835,2.0,25.786875,31.97678571428571,7.074183673469387,25.786875,2.202,1.2582857142857142,2.202,70.0,225.0,155.0,119.57142857142856,56.6530612244898,70.0,3,0.5970484566258902,0.3333333333333333,0.3809523809523809,5.3442222324104245,22.93089205233272,0.6436057635539149,269,1.8900206261431767
2606,2606,2.306482632861149,Br4 Nb2 O2,8.0,35.0,95.0,48.0,81.0,17.0,95.0,76.90698,67.178445,25.5895225,54.8,2695.2,834.1,957.95,265.8,17.0,12.0,13.75,4.375,17.0,5.0,3.0,0.875,66.0,164.0,98.0,117.5,25.75,120.0,3.44,2.74,0.5700000000000001,2.96,1.75,0.375,5.0,5.0,3.5,1.75,10.0,10.0,6.0,4.0,0.0,0.0,5.0,17.0,12.0,11.25,5.75,17.0,1.0,2.0,2.0,1.0,0.5,1.0,6.0,1.5,1.0,6.0,2.75,2.125,1.0,9.105,21.56125,7.91875,29.48,1.457,0.7285,1.457,12.0,229.0,217.0,92.25,68.375,64.0,3,0.538608672507971,0.1555555555555555,0.3111111111111111,4.452127622703209,25.05598262437227,0.2635706033138619,270,1.4922308888472755
2607,2607,1.930515820534329,O28 Ge8 Er8,8.0,8.0,87.0,52.0,76.0909090909091,14.942148760330577,87.0,151.25959999999998,53.79943636363635,48.10913719008264,54.8,1715.2,576.9454545454545,664.5487603305785,54.8,16.0,13.0,13.272727272727272,3.735537190082644,16.0,6.0,4.0,1.3884297520661155,66.0,189.0,123.0,98.1818181818182,40.95867768595041,66.0,3.44,2.78,0.84,3.44,2.0,0.0,4.0,4.0,2.909090909090909,1.3884297520661155,10.0,10.0,1.818181818181818,2.975206611570248,12.0,2.1818181818181817,6.0,14.0,8.0,8.909090909090908,3.7024793388429753,6.0,0.0,4.0,4.0,2.0,0.7272727272727273,2.0,0.0,0.0,2.0,2.0,2.363636363636364,0.5950413223140496,2.0,9.105,15.537727272727274,8.187107438016529,9.105,0.383,0.0696363636363636,0.0,12.0,225.0,213.0,83.81818181818181,91.40495867768594,12.0,3,0.6461085146520509,0.2244897959183673,0.326530612244898,6.783131784824927,13.170327317352063,0.4665757412365585,73,1.8500314178159194
2608,2608,1.6701297354796876,H2 O3 Mg2,1.0,8.0,92.0,24.0,83.0,8.571428571428571,87.0,23.29706,14.089154285714285,7.4749795918367345,14.01,908.99,291.2028571428572,361.0269387755103,54.8,16.0,15.0,7.714285714285714,7.1020408163265305,16.0,3.0,2.0,0.5714285714285714,31.0,141.0,110.0,77.42857142857143,36.326530612244895,66.0,3.44,2.4771428571428573,0.8253061224489795,3.44,1.7142857142857142,0.4081632653061224,4.0,4.0,1.7142857142857142,1.959183673469388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.4285714285714284,2.204081632653061,6.0,1.0,2.0,2.0,0.8571428571428571,0.979591836734694,2.0,0.0,0.0,0.0,2.0,1.1428571428571428,0.7346938775510203,2.0,6.615,12.332142857142856,6.033061224489795,9.105,7.853,2.2437142857142858,0.0,12.0,194.0,182.0,116.0,89.14285714285714,12.0,3,0.5004854371981035,0.5,0.5,2.6114704392271983,8.958780752542904,0.4962341335195667,275,3.9635915665116714
2609,2609,1.997988905597676,La2 H2 Br4,1.0,35.0,95.0,82.0,73.75,30.375,95.0,137.89753000000002,74.9303525,36.96120625,14.01,1178.99,434.6525,379.17375,265.8,17.0,16.0,9.5,7.5,17.0,6.0,5.0,1.375,31.0,207.0,176.0,119.5,44.25,120.0,2.96,2.305,0.6549999999999999,2.96,1.75,0.375,5.0,5.0,2.5,2.5,10.0,10.0,5.25,4.75,0.0,0.0,1.0,17.0,16.0,9.5,7.5,17.0,1.0,1.0,1.0,0.5,0.5,1.0,9.0,2.25,1.0,8.0,3.0,3.0,1.0,6.615,25.618125,9.5015625,29.48,7.853,2.69175,1.457,64.0,194.0,130.0,129.0,65.0,64.0,3,0.538608672507971,0.1842105263157894,0.2631578947368421,4.523686745853264,27.50517102326231,0.3987073756510626,271,0.0
2610,2610,1.5224979474534606,Rb2 P2 H4 O8,1.0,8.0,92.0,88.0,77.375,18.34375,87.0,84.45985999999999,22.80688025,17.706950374999998,14.01,303.29,109.6225,102.62875,54.8,16.0,15.0,10.25,6.9375,16.0,5.0,4.0,0.875,31.0,220.0,189.0,81.625,40.9375,66.0,3.44,2.64625,0.79375,3.44,1.625,0.46875,4.0,4.0,2.375,1.78125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.25,6.0,1.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,1.0,2.0,1.75,0.5625,2.0,6.615,20.3678422619,18.13926339285,9.105,7.853,2.166375,0.0,2.0,229.0,227.0,83.375,91.71875,12.0,4,0.524792056726051,0.40625,0.59375,2.772835586380353,13.65811800324971,0.5701773873580197,193,1.7851123574457883
2611,2611,2.572252903584716,Ca20 Nb4 N20,7.0,7.0,82.0,75.0,44.72727272727273,34.29752066115702,7.0,78.89968,33.02998909090909,17.29389917355372,63.05,2686.95,785.4772727272727,656.7520661157025,63.05,15.0,13.0,8.181818181818182,6.198347107438017,2.0,5.0,3.0,1.0743801652892562,71.0,176.0,105.0,127.1818181818182,51.07438016528925,71.0,3.04,1.9818181818181813,0.9619834710743802,1.0,1.9090909090909087,0.165289256198347,3.0,3.0,1.3636363636363635,1.487603305785124,4.0,4.0,0.3636363636363636,0.6611570247933884,0.0,0.0,2.0,5.0,3.0,3.636363636363636,1.487603305785124,2.0,1.0,3.0,3.0,1.3636363636363635,1.487603305785124,0.0,6.0,0.5454545454545454,0.0,7.0,2.0,1.818181818181818,0.0,14.76875,25.53397727272728,11.12365702479339,14.76875,6.437,2.9259090909090912,0.0,194.0,229.0,35.0,211.27272727272728,15.702479338842975,194.0,3,0.573453958969388,0.525,0.375,3.2866519455433605,16.687981618862526,0.7662940185571437,439,2.4963583819245474
2612,2612,1.786200177418784,Cs2 Li3 I5,3.0,53.0,96.0,95.0,49.3,46.7,96.0,125.9644519,92.11562538,51.10477522800001,301.59,152.10000000000002,389.85,38.304,386.85,17.0,16.0,9.0,8.0,17.0,6.0,4.0,1.38,128.0,244.0,116.0,156.7,34.919999999999995,139.0,2.66,1.782,0.8780000000000001,2.66,1.5,0.5,5.0,5.0,2.5,2.5,10.0,10.0,5.0,5.0,0.0,0.0,1.0,17.0,16.0,9.0,8.0,17.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,16.5933333333,49.63849999999,26.450600000004,43.015,1.062,0.531,1.062,64.0,229.0,165.0,146.5,82.5,64.0,3,0.5428835233189814,0.1666666666666666,0.2777777777777778,3.7800858747323134,40.4651110204242,0.6005783757268278,117,5.111555908424986
2613,2613,2.4078452331216527,V2 Mo1 O8,8.0,8.0,87.0,41.0,76.18181818181819,15.735537190082642,87.0,79.9606,29.621654545454543,19.814188429752065,54.8,2841.2,700.0363636363636,938.5256198347108,54.8,16.0,11.0,13.090909090909092,4.231404958677685,16.0,5.0,3.0,0.9256198347107438,66.0,154.0,88.0,89.81818181818181,34.64462809917355,66.0,3.44,2.994545454545454,0.6479338842975207,3.44,1.9090909090909087,0.165289256198347,4.0,4.0,2.909090909090909,1.586776859504132,5.0,5.0,1.0,1.4545454545454546,0.0,0.0,5.0,6.0,1.0,5.818181818181818,0.2975206611570247,6.0,1.0,2.0,2.0,1.4545454545454546,0.793388429752066,2.0,7.0,1.7272727272727273,2.0,5.0,3.272727272727273,1.851239669421488,2.0,9.105,10.413636363636364,1.9034710743801653,9.105,0.0,0.0,0.0,12.0,229.0,217.0,71.18181818181819,86.08264462809917,12.0,3,0.7315093629975883,0.328125,0.5,3.4696260551289377,14.175849110716245,0.2604959841134665,177,2.368693374397058
2614,2614,3.649783646555869,Tl2 Ga2 Te4,31.0,52.0,90.0,16.0,82.5,7.5,90.0,134.6603,132.326575,36.0283625,302.91,419.75,581.3075,141.35249999999996,722.66,16.0,3.0,14.5,1.5,16.0,6.0,2.0,0.5,122.0,145.0,23.0,135.75,6.875,138.0,2.1,1.9075,0.1925,2.1,2.0,0.0,4.0,3.0,2.5,1.5,10.0,0.0,10.0,0.0,14.0,3.5,13.0,27.0,14.0,18.0,4.5,16.0,0.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,2.0,3.0,3.5,1.5,2.0,18.8575,28.82354166665,5.939791666649998,34.7633333333,0.464,0.232,0.464,64.0,194.0,130.0,140.5,38.25,152.0,3,0.538608672507971,0.1111111111111111,0.1388888888888889,6.757658602272384,32.51621016530571,0.4683953359624289,285,4.014834051220966
2615,2615,4.310363751084898,Si3 P4 Ni1,14.0,15.0,83.0,22.0,78.375,4.625,83.0,30.6079,33.3556185,6.334445374999998,317.3,1410.7,1007.275,689.975,317.3,15.0,5.0,14.0,1.0,15.0,4.0,1.0,0.21875,107.0,124.0,17.0,110.625,3.625,107.0,2.19,2.04625,0.14375,2.19,2.0,0.0,3.0,3.0,2.25,0.75,8.0,8.0,1.0,1.75,0.0,0.0,4.0,10.0,6.0,5.25,1.1875,5.0,0.0,4.0,4.0,3.0,0.75,3.0,2.0,0.25,2.0,2.0,3.25,0.5625,3.0,10.32,20.2401190476,2.4800297619000005,22.5702380952,1.625,1.102375,1.625,2.0,227.0,225.0,114.25,112.25,2.0,3,0.5642946794342502,0.3809523809523809,0.4285714285714285,3.1382896326713907,17.649201983536415,0.3101202171053149,370,3.6996875313366564
2616,2616,1.6722026264816852,K2 Nb2 Cl12,17.0,17.0,94.0,91.0,76.75,25.875,94.0,57.45338,43.090335,12.45401125,171.6,2578.4,514.5162499999999,558.8709375,171.6,17.0,16.0,13.5,5.25,17.0,5.0,2.0,0.5625,102.0,203.0,101.0,122.375,30.5625,102.0,3.16,2.6725000000000003,0.73125,3.16,1.75,0.375,5.0,5.0,3.75,1.875,4.0,4.0,0.5,0.875,0.0,0.0,1.0,7.0,6.0,6.0,1.5,7.0,1.0,1.0,1.0,0.75,0.375,1.0,6.0,0.75,1.0,6.0,1.75,1.3125,1.0,18.18,29.78395833333749,10.830677083340625,24.4975,2.493,1.86975,2.493,64.0,229.0,165.0,105.25,61.875,64.0,3,0.7523077068508066,0.2916666666666667,0.625,2.0465249423467795,34.963260490893525,0.2949704515145258,234,3.937116003024709
2617,2617,2.734857644070955,P6 Sr6,15.0,15.0,83.0,75.0,45.5,37.5,8.0,56.646238,59.296881000000006,28.323119,317.3,732.7,683.65,366.3500000000001,317.3,15.0,13.0,8.5,6.5,2.0,5.0,2.0,1.0,107.0,195.0,88.0,151.0,44.0,107.0,2.19,1.57,0.62,0.95,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,3.0,1.5,1.5,0.0,22.5702380952,38.4001190476,15.829880952399998,22.5702380952,1.625,0.8125,0.0,2.0,225.0,223.0,113.5,111.5,2.0,2,0.6299605249474366,0.5714285714285714,0.4285714285714285,3.4365901628078075,28.65188537570109,0.6578818697049712,371,3.0930944867255
2618,2618,2.423150414500907,Te2 W1,52.0,52.0,90.0,39.0,77.0,17.333333333333332,90.0,56.24000000000001,146.34666666666666,24.99555555555556,722.66,2972.34,1713.4399999999998,1321.04,722.66,16.0,10.0,12.666666666666666,4.444444444444445,16.0,6.0,1.0,0.4444444444444443,138.0,162.0,24.0,146.0,10.666666666666666,138.0,2.36,2.186666666666667,0.1155555555555555,2.1,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,10.0,6.0,8.0,2.6666666666666665,14.0,4.666666666666667,16.0,20.0,4.0,17.333333333333332,1.7777777777777777,16.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,6.0,2.0,2.0,4.0,3.333333333333333,1.777777777777778,2.0,16.05,28.52555555553333,8.31703703702222,34.7633333333,0.464,0.3093333333333333,0.464,152.0,229.0,77.0,177.66666666666666,34.22222222222222,152.0,2,0.6933612743506347,0.1153846153846153,0.1538461538461538,3.8043668637326222,63.87773996860452,0.1737385374014632,272,3.257218158799638
2619,2619,2.227162843918993,Mo1 Se2,34.0,34.0,89.0,39.0,76.0,17.333333333333332,89.0,17.0,84.62666666666667,7.555555555555557,494.0,2402.0,1294.6666666666667,1067.5555555555557,494.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,5.0,1.0,0.4444444444444443,120.0,154.0,34.0,131.33333333333334,15.111111111111114,120.0,2.55,2.42,0.1733333333333332,2.55,1.6666666666666667,0.4444444444444444,4.0,4.0,2.6666666666666665,1.777777777777778,10.0,5.0,8.333333333333334,2.222222222222222,0.0,0.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,1.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,5.0,1.6666666666666667,2.0,4.0,3.333333333333333,1.777777777777778,2.0,15.69,22.51,4.546666666666668,25.92,0.799,0.5326666666666667,0.799,14.0,229.0,215.0,85.66666666666667,95.55555555555554,14.0,2,0.6933612743506347,0.131578947368421,0.2105263157894736,2.480943184384873,56.63765970139752,0.1501433455994676,114,4.531242202868251
